product_code,product_description,unit,country,quantity,value,page,column
3670050,"WOOL RUGS ETC, NSPF,",NA,BELGIUM,41965,14731,73,d
3670050,"WOOL RUGS ETC, NSPF,",NA,GERMANY,700,175,73,d
3670050,"WOOL RUGS ETC, NSPF,",NA,ITALY,90,4,74,a
3670050,"WOOL RUGS ETC, NSPF,",NA,CHINA,640,244,74,a
3670050,"WOOL RUGS ETC, NSPF,",NA,JAPAN,33699,13143,74,a
3670050,"WOOL RUGS ETC, NSPF,",NA,TOTAL,19279,28796,74,a
3670110,"WOOL RUGS ETC, AXMINISTER",NA,NSPF. OVER CTS SQ FT-SFT,40,NA,74,a
3670110,"WOOL RUGS ETC, AXMINISTER",NA,CANADA,9629,4343,74,a
3670110,"WOOL RUGS ETC, AXMINISTER",NA,B GUIAN,212,200,74,a
3670110,"WOOL RUGS ETC, AXMINISTER",NA,SWEDEN,30,82,74,a
3670110,"WOOL RUGS ETC, AXMINISTER",NA,DENMARK,12783,9923,74,a
3670110,"WOOL RUGS ETC, AXMINISTER",NA,U KING,2296574,1603945,74,a
3670110,"WOOL RUGS ETC, AXMINISTER",NA,NETHLDS,90,90,74,a
3670110,"WOOL RUGS ETC, AXMINISTER",NA,BELGIUM,156235,96132,74,a
3670110,"WOOL RUGS ETC, AXMINISTER",NA,FRANCE,2306,1884,74,a
3670110,"WOOL RUGS ETC, AXMINISTER",NA,GERMANY,1550,1392,74,a
3670110,"WOOL RUGS ETC, AXMINISTER",NA,CZECHO,12160,7379,74,a
3670110,"WOOL RUGS ETC, AXMINISTER",NA,TOTAL,2491569,1725370,74,a
3670120,WOOL RUGS ETC. RRUSSELS.,NA,OVER CTS SQ FT-SFT,40,NA,74,a
3670120,WOOL RUGS ETC. RRUSSELS.,NA,SWEDEN,188,132,74,a
3670120,WOOL RUGS ETC. RRUSSELS.,NA,BELGIUM,879045,525244,74,a
3670120,WOOL RUGS ETC. RRUSSELS.,NA,TOTAL,879233,525376,74,a
3670130,"WOOL RUGS ETC, VELVET &",NA,"TAPESTRY, OVER CTS SQ FT-SFT",NA,40,74,a
3670130,"WOOL RUGS ETC, VELVET &",NA,U KING,122188,88716,74,a
3670130,"WOOL RUGS ETC, VELVET &",NA,BELGIUM,116258,53203,74,a
3670130,"WOOL RUGS ETC, VELVET &",NA,FRANCE,99453,57596,74,a
3670130,"WOOL RUGS ETC, VELVET &",NA,GERMANY,929370,759863,74,a
3670130,"WOOL RUGS ETC, VELVET &",NA,JAPAN,37643,14682,74,a
3670130,"WOOL RUGS ETC, VELVET &",NA,TOTAL,1304912,974060,74,a
X3670140,"XWOOL RUGS ETC, WILTON,",NA,OVER CTS SQ FT-SFT,40,NA,74,a
X3670140,"XWOOL RUGS ETC, WILTON,",NA,CANADA,18296,8052,74,a
X3670140,"XWOOL RUGS ETC, WILTON,",NA,SWEDEN,334,242,74,a
X3670140,"XWOOL RUGS ETC, WILTON,",NA,U KING,1081397,738262,74,a
X3670140,"XWOOL RUGS ETC, WILTON,",NA,BELGIUM,3025673,1517687,74,a
X3670140,"XWOOL RUGS ETC, WILTON,",NA,FRANCE,186955,108384,74,a
X3670140,"XWOOL RUGS ETC, WILTON,",NA,GERMANY,33477,22158,74,a
X3670140,"XWOOL RUGS ETC, WILTON,",NA,CZECHO,298835,176864,74,a
X3670140,"XWOOL RUGS ETC, WILTON,",NA,ITALY,74745,67833,74,a
X3670140,"XWOOL RUGS ETC, WILTON,",NA,JAPAN,23013,9831,74,a
X3670140,"XWOOL RUGS ETC, WILTON,",NA,AUSTRAL,250,250,74,a
X3670140,"XWOOL RUGS ETC, WILTON,",NA,TOTAL,4742975,2649563,74,a
X3670150,"XWOOL RUGS ETC, NSPF,",NA,OVER CTS SQ FT-SFT,40,NA,74,a
X3670150,"XWOOL RUGS ETC, NSPF,",NA,CANADA,NA,10,74,a
X3670150,"XWOOL RUGS ETC, NSPF,",NA,MEXICO,3296,2515,74,a
X3670150,"XWOOL RUGS ETC, NSPF,",NA,ECUADOR,108,398,74,a
X3670150,"XWOOL RUGS ETC, NSPF,",NA,SWEDEN,150,73,74,a
X3670150,"XWOOL RUGS ETC, NSPF,",NA,DENMARK,90213,57383,74,a
X3670150,"XWOOL RUGS ETC, NSPF,",NA,U KING,98795,91773,74,a
X3670150,"XWOOL RUGS ETC, NSPF,",NA,NETHLDS,1210,863,74,a
X3670150,"XWOOL RUGS ETC, NSPF,",NA,BELGIUM,5331255,3302753,74,a
X3670150,"XWOOL RUGS ETC, NSPF,",NA,FRANCE,21177,15168,74,a
X3670150,"XWOOL RUGS ETC, NSPF,",NA,SPAIN,1656,1097,74,a
X3670150,"XWOOL RUGS ETC, NSPF,",NA,ITALY,40330,29974,74,a
X3670150,"XWOOL RUGS ETC, NSPF,",NA,ISRL PA,80,96,74,a
X3670150,"XWOOL RUGS ETC, NSPF,",NA,HG KONG,1128,514,74,a
X3670150,"XWOOL RUGS ETC, NSPF,",NA,JAP AN,139144,65603,74,a
X3670150,"XWOOL RUGS ETC, NSPF,",NA,FR MORO,180,133,74,a
X3670150,"XWOOL RUGS ETC, NSPF,",NA,ALGERIA,1308,1535,74,a
X3670150,"XWOOL RUGS ETC, NSPF,",NA,TOTAL,5730035,3569888,74,a
3670230,"WOOL RGS ETC. INGRAIN, NSPF",NA,FRANCE,707,729,74,a
3670230,"WOOL RGS ETC. INGRAIN, NSPF",NA,ITALY,34,28,74,a
3670230,"WOOL RGS ETC. INGRAIN, NSPF",NA,TOTAL,741,757,74,a
3670530,"FLOOR COVERINGS, ANGORA",NA,"GOAT HAIR, OVER CTS SQ FT-SFT",NA,40,74,a
3670530,"FLOOR COVERINGS, ANGORA",NA,CANADA,37,69,74,a
3670530,"FLOOR COVERINGS, ANGORA",NA,U KING,8164,6169,74,a
3670530,"FLOOR COVERINGS, ANGORA",NA,INDIA,200,140,74,a
3670530,"FLOOR COVERINGS, ANGORA",NA,CHINA,344,382,74,b
3670530,"FLOOR COVERINGS, ANGORA",NA,TOTAL,8745,6760,74,b
3670550,"FLOOR COVERINGS, NSPF, ALPACA LLAMA, ETC. OV 40CTS SQ. FT.-SFT",SFT,INDIA,250,250,74,b
3670550,"FLOOR COVERINGS, NSPF, ALPACA LLAMA, ETC. OV 40CTS SQ. FT.-SFT",SFT,JAPAN,17929,8392,74,b
3670550,"FLOOR COVERINGS, NSPF, ALPACA LLAMA, ETC. OV 40CTS SQ. FT.-SFT",SFT,TOTAL,18179,8642,74,b
3670560,WOOL FLOOR COVERINGS NSPF.,NA,NOT OVER CTS SQ FT-SFT,40,NA,74,b
3670560,WOOL FLOOR COVERINGS NSPF.,NA,CANADA,4170,1428,74,b
3670560,WOOL FLOOR COVERINGS NSPF.,NA,MEXICO,111445,42914,74,b
3670560,WOOL FLOOR COVERINGS NSPF.,NA,U KING,907,208,74,b
3670560,WOOL FLOOR COVERINGS NSPF.,NA,NETHLDS,40,5,74,b
3670560,WOOL FLOOR COVERINGS NSPF.,NA,INDIA,1329509,206422,74,b
3670560,WOOL FLOOR COVERINGS NSPF.,NA,CHINA,1348451,477943,74,b
3670560,WOOL FLOOR COVERINGS NSPF.,NA,HG KONG,202,76,74,b
3670560,WOOL FLOOR COVERINGS NSPF.,NA,JAP AN,2457554,873737,74,b
3670560,WOOL FLOOR COVERINGS NSPF.,NA,TOTAL,5252278,1602733,74,b
3670570,"WOOL FLOOR COVERINGS, NSPF,",NA,OVER CTS SQ FT-SFT,40,NA,74,b
3670570,"WOOL FLOOR COVERINGS, NSPF,",NA,CANADA,9063,8497,74,b
3670570,"WOOL FLOOR COVERINGS, NSPF,",NA,MEXICO,74985,69508,74,b
3670570,"WOOL FLOOR COVERINGS, NSPF,",NA,PANAMA,2,NA,74,b
3670570,"WOOL FLOOR COVERINGS, NSPF,",NA,ECUADOR,32,70,74,b
3670570,"WOOL FLOOR COVERINGS, NSPF,",NA,PERU,225,193,74,b
3670570,"WOOL FLOOR COVERINGS, NSPF,",NA,SWEDEN,248,127,74,b
3670570,"WOOL FLOOR COVERINGS, NSPF,",NA,NORWAY,188,123,74,b
3670570,"WOOL FLOOR COVERINGS, NSPF,",NA,U KING,60989,29521,74,b
3670570,"WOOL FLOOR COVERINGS, NSPF,",NA,BELGIUM,1521,872,74,b
3670570,"WOOL FLOOR COVERINGS, NSPF,",NA,FRANCE,5605,3857,74,b
3670570,"WOOL FLOOR COVERINGS, NSPF,",NA,ITALY,99,92,74,b
3670570,"WOOL FLOOR COVERINGS, NSPF,",NA,SYRIA,240,149,74,b
3670570,"WOOL FLOOR COVERINGS, NSPF,",NA,INDIA,162,179,74,b
3670570,"WOOL FLOOR COVERINGS, NSPF,",NA,CHINA,82103,51319,74,b
3670570,"WOOL FLOOR COVERINGS, NSPF,",NA,JAPAN,2528016,1190168,74,b
3670570,"WOOL FLOOR COVERINGS, NSPF,",NA,FR MORO,1329,2474,74,b
3670570,"WOOL FLOOR COVERINGS, NSPF,",NA,EGYPT,555,316,74,b
3670570,"WOOL FLOOR COVERINGS, NSPF,",NA,TOTAL,2765362,1357472,74,b
3680100,"WOOL FELTS ETC. WOVEN: FOR MACHINES, OV $1.25 TO $2 LB.-LB",LB,U KING,5,10,74,b
3680100,"WOOL FELTS ETC. WOVEN: FOR MACHINES, OV $1.25 TO $2 LB.-LB",LB,TOTAL,NA,10,74,b
3680200,"WOOL FELTS ETC, WOVEN, FOR MACHINES, OVER $2 LB-LB",LB,CANADA,15,89,74,b
3680200,"WOOL FELTS ETC, WOVEN, FOR MACHINES, OVER $2 LB-LB",LB,SWEDEN,1316,3904,74,b
3680200,"WOOL FELTS ETC, WOVEN, FOR MACHINES, OVER $2 LB-LB",LB,U KING,7977,29135,74,b
3680200,"WOOL FELTS ETC, WOVEN, FOR MACHINES, OVER $2 LB-LB",LB,BELGIUM,2218,10153,74,b
3680200,"WOOL FELTS ETC, WOVEN, FOR MACHINES, OVER $2 LB-LB",LB,FRANCE,72,504,74,b
3680200,"WOOL FELTS ETC, WOVEN, FOR MACHINES, OVER $2 LB-LB",LB,SWITZLD,2,19,74,b
3680200,"WOOL FELTS ETC, WOVEN, FOR MACHINES, OVER $2 LB-LB",LB,AUSTRAL,11,28,74,b
3680200,"WOOL FELTS ETC, WOVEN, FOR MACHINES, OVER $2 LB-LB",LB,TOTAL,11611,43832,74,b
3680300,"WOOL FELTS ETC, NOT WOVEN, NOT OVER $1.50 POUND-LB",LB,CANADA,509,466,74,b
3680300,"WOOL FELTS ETC, NOT WOVEN, NOT OVER $1.50 POUND-LB",LB,U KING,1329,1523,74,b
3680300,"WOOL FELTS ETC, NOT WOVEN, NOT OVER $1.50 POUND-LB",LB,GERMANY,1424,1507,74,b
3680300,"WOOL FELTS ETC, NOT WOVEN, NOT OVER $1.50 POUND-LB",LB,CZECHO,57729,61014,74,b
3680300,"WOOL FELTS ETC, NOT WOVEN, NOT OVER $1.50 POUND-LB",LB,POLAND,4615,5515,74,b
3680300,"WOOL FELTS ETC, NOT WOVEN, NOT OVER $1.50 POUND-LB",LB,TOTAL,65606,NA,74,b
3680400,"WOOL FELTS ETC, NOT WOVEN, OVER $1.50 POUND-LB",LB,CANADA,1400,2589,74,b
3680400,"WOOL FELTS ETC, NOT WOVEN, OVER $1.50 POUND-LB",LB,U KING,5395,23025,74,b
3680400,"WOOL FELTS ETC, NOT WOVEN, OVER $1.50 POUND-LB",LB,BELGIUM,1104,1773,74,b
3680400,"WOOL FELTS ETC, NOT WOVEN, OVER $1.50 POUND-LB",LB,FRANCE,321,1112,74,b
3680400,"WOOL FELTS ETC, NOT WOVEN, OVER $1.50 POUND-LB",LB,GERMANY,20,143,74,b
3680400,"WOOL FELTS ETC, NOT WOVEN, OVER $1.50 POUND-LB",LB,CZECHO,5486,9535,74,b
3680400,"WOOL FELTS ETC, NOT WOVEN, OVER $1.50 POUND-LB",LB,SWITZLD,28,413,74,b
3680400,"WOOL FELTS ETC, NOT WOVEN, OVER $1.50 POUND-LB",LB,POLAND,1036,2338,74,b
3680400,"WOOL FELTS ETC, NOT WOVEN, OVER $1.50 POUND-LB",LB,ITALY I,25,173,74,b
3680400,"WOOL FELTS ETC, NOT WOVEN, OVER $1.50 POUND-LB",NA,U SO AF,22947,46277,74,c
3680400,"WOOL FELTS ETC, NOT WOVEN, OVER $1.50 POUND-LB",NA,TOTAL,37762,87378,74,c
3680500,WOOL CLOTH SAMPLES.,NA,NOT OVER SQ IN,104,NA,74,c
3680500,WOOL CLOTH SAMPLES.,NA,CANADA,NA,231,74,c
3680500,WOOL CLOTH SAMPLES.,NA,U KING,NA,38561,74,c
3680500,WOOL CLOTH SAMPLES.,NA,NETHLDS,NA,25,74,c
3680500,WOOL CLOTH SAMPLES.,NA,BELGIUM,NA,26,74,c
3680500,WOOL CLOTH SAMPLES.,NA,FRANCE,NA,1059,74,c
3680500,WOOL CLOTH SAMPLES.,NA,GERMANY,NA,93,74,c
3680500,WOOL CLOTH SAMPLES.,NA,SWITZLD,NA,3,74,c
3680500,WOOL CLOTH SAMPLES.,NA,ITALY,NA,50,74,c
3680500,WOOL CLOTH SAMPLES.,NA,TOTAL,NA,40048,74,c
3680600,"WOOL FABRICS, NOT OVER 12 IN WIDE, & ARTICLES THERE FROM-LB",LB,U KING,914,7878,74,c
3680600,"WOOL FABRICS, NOT OVER 12 IN WIDE, & ARTICLES THERE FROM-LB",LB,FRANCE,36,380,74,c
3680600,"WOOL FABRICS, NOT OVER 12 IN WIDE, & ARTICLES THERE FROM-LB",LB,SWITZLD,1641,8857,74,c
3680600,"WOOL FABRICS, NOT OVER 12 IN WIDE, & ARTICLES THERE FROM-LB",LB,TOTAL,2591,17115,74,c
3680700,"SCREENS, HASSOCKS ETC, OF WOOL RUGS, NSPF",NA,CANADA,NA,35,74,c
3680700,"SCREENS, HASSOCKS ETC, OF WOOL RUGS, NSPF",NA,SWEDEN,NA,15,74,c
3680700,"SCREENS, HASSOCKS ETC, OF WOOL RUGS, NSPF",NA,NETHLDS,NA,625,74,c
3680700,"SCREENS, HASSOCKS ETC, OF WOOL RUGS, NSPF",NA,FRANCE,NA,33,74,c
3680700,"SCREENS, HASSOCKS ETC, OF WOOL RUGS, NSPF",NA,FR MORO,NA,1508,74,c
3680700,"SCREENS, HASSOCKS ETC, OF WOOL RUGS, NSPF",NA,TOTAL,NA,2216,74,c
3680800,"WOOL MANUFACTURES, NSPF",NA,CANADA,NA,503,74,c
3680800,"WOOL MANUFACTURES, NSPF",NA,MENICO,NA,288,74,c
3680800,"WOOL MANUFACTURES, NSPF",NA,PANAMA,NA,65,74,c
3680800,"WOOL MANUFACTURES, NSPF",NA,CUBA,NA,30,74,c
3680800,"WOOL MANUFACTURES, NSPF PERU BOLIVIA",NA,SWEDEN,NA,1729,74,c
3680800,"WOOL MANUFACTURES, NSPF PERU BOLIVIA",NA,NORWAY,NA,1226,74,c
3680800,"WOOL MANUFACTURES, NSPF PERU BOLIVIA",NA,DENMARK,NA,163,74,c
3680800,"WOOL MANUFACTURES, NSPF PERU BOLIVIA",NA,U KING,NA,72079,74,c
3680800,"WOOL MANUFACTURES, NSPF PERU BOLIVIA",NA,NETHLDS,NA,793,74,c
3680800,"WOOL MANUFACTURES, NSPF PERU BOLIVIA",NA,BELGIUM,NA,15355,74,c
3680800,"WOOL MANUFACTURES, NSPF PERU BOLIVIA",NA,FRANCE,NA,3961,74,c
3680800,"WOOL MANUFACTURES, NSPF PERU BOLIVIA",NA,GERMANY,NA,989,74,c
3680800,"WOOL MANUFACTURES, NSPF PERU BOLIVIA",NA,AUSTRIA,NA,1209,74,c
3680800,"WOOL MANUFACTURES, NSPF PERU BOLIVIA",NA,CZECHO,NA,68,74,c
3680800,"WOOL MANUFACTURES, NSPF PERU BOLIVIA",NA,SWITZLD,NA,178,74,c
3680800,"WOOL MANUFACTURES, NSPF PERU BOLIVIA",NA,SPAIN,NA,12,74,c
3680800,"WOOL MANUFACTURES, NSPF PERU BOLIVIA",NA,ITALY,NA,3665,74,c
3680800,"WOOL MANUFACTURES, NSPF PERU BOLIVIA",NA,SYRIA,NA,135,74,c
3680800,"WOOL MANUFACTURES, NSPF PERU BOLIVIA",NA,ISRL PA,NA,150,74,c
3680800,"WOOL MANUFACTURES, NSPF PERU BOLIVIA",NA,CHINA,NA,858,74,c
3680800,"WOOL MANUFACTURES, NSPF PERU BOLIVIA",NA,JAPAN,NA,196,74,c
3680800,"WOOL MANUFACTURES, NSPF PERU BOLIVIA",NA,TOTAL,NA,103663,74,c
3690000,"HUMAN HAIR, RAW ASIATIC-LB",LB,CHINA,506167,203909,74,c
3690000,"HUMAN HAIR, RAW ASIATIC-LB",LB,HG KONG,1333,1597,74,c
3690000,"HUMAN HAIR, RAW ASIATIC-LB",LB,JAPAN,20,40,74,c
3690000,"HUMAN HAIR, RAW ASIATIC-LB",LB,TOTAL,507520,205546,74,c
3690100,"HUMAN HAIR, RAW EX ASIATIC-LB",LB,GERMANY,1359,1847,74,c
3690100,"HUMAN HAIR, RAW EX ASIATIC-LB",LB,SWITZLD,374,5378,74,c
3690100,"HUMAN HAIR, RAW EX ASIATIC-LB",LB,ITALY,8303,41747,74,c
3690100,"HUMAN HAIR, RAW EX ASIATIC-LB",LB,CHINA -,700,690,74,c
3690100,"HUMAN HAIR, RAW EX ASIATIC-LB",LB,TOTAL,10736,49662,74,c
3690900,"HUMAN HAIR, CLEANED OR DRAWN-LB",LB,GERMANY,3432,12075,74,c
3690900,"HUMAN HAIR, CLEANED OR DRAWN-LB",LB,ITALY,6285,50056,74,c
3690900,"HUMAN HAIR, CLEANED OR DRAWN-LB",LB,CHINA,41034,54942,74,c
3690900,"HUMAN HAIR, CLEANED OR DRAWN-LB",LB,HG KONG,1330,3924,74,c
3690900,"HUMAN HAIR, CLEANED OR DRAWN-LB",LB,JAPAN,200,450,74,c
3690900,"HUMAN HAIR, CLEANED OR DRAWN-LB",LB,TOTAL,52281,121447,74,c
3692000,HUMAN HAIR NETS & NETTINGS-GR,GR,U KING,246,404,74,d
3692000,HUMAN HAIR NETS & NETTINGS-GR,GR,CHINA,134114,178977,74,d
3692000,HUMAN HAIR NETS & NETTINGS-GR,GR,HG KONG,5974,7849,74,d
3692000,HUMAN HAIR NETS & NETTINGS-GR,GR,JAPAN,1050,1048,74,d
3692000,HUMAN HAIR NETS & NETTINGS-GR,GR,TOTAL,141384,188278,74,d
3693900,HUMAN HAIR MFRS. NSPF,NA,MEXICO,NA,9,74,d
3693900,HUMAN HAIR MFRS. NSPF,NA,U KING,NA,2756,74,d
3693900,HUMAN HAIR MFRS. NSPF,NA,NETHLDS,NA,234,74,d
3693900,HUMAN HAIR MFRS. NSPF,NA,BELGIUM,NA,690,74,d
3693900,HUMAN HAIR MFRS. NSPF,NA,FRANCE,NA,196855,74,d
3693900,HUMAN HAIR MFRS. NSPF,NA,GERMANY,NA,20655,74,d
3693900,HUMAN HAIR MFRS. NSPF,NA,AUSTRIA,NA,30,74,d
3693900,HUMAN HAIR MFRS. NSPF,NA,ITALY,NA,2481,74,d
3693900,HUMAN HAIR MFRS. NSPF,NA,JAPAN,NA,56,74,d
3693900,HUMAN HAIR MFRS. NSPF,NA,TOTAL,NA,223766,74,d
3694000,HORSE MANE & TAIL HAIR RAW-LB,LB,CANADA,54818,49516,74,d
3694000,HORSE MANE & TAIL HAIR RAW-LB,LB,MEXICO,130903,120375,74,d
3694000,HORSE MANE & TAIL HAIR RAW-LB,LB,CUBA,13,24,74,d
3694000,HORSE MANE & TAIL HAIR RAW-LB,LB,HAITI,125,88,74,d
3694000,HORSE MANE & TAIL HAIR RAW-LB,LB,PERU,560,336,74,d
3694000,HORSE MANE & TAIL HAIR RAW-LB,LB,CHILE,7261,3685,74,d
3694000,HORSE MANE & TAIL HAIR RAW-LB,LB,BRAZIL,11023,21671,74,d
3694000,HORSE MANE & TAIL HAIR RAW-LB,LB,PARAGUA,13910,8791,74,d
3694000,HORSE MANE & TAIL HAIR RAW-LB,LB,URUGUAY,35970,21996,74,d
3694000,HORSE MANE & TAIL HAIR RAW-LB,LB,ARGENT,100676,125612,74,d
3694000,HORSE MANE & TAIL HAIR RAW-LB,LB,U KING,10154,16080,74,d
3694000,HORSE MANE & TAIL HAIR RAW-LB,LB,SYRIA,154,224,74,d
3694000,HORSE MANE & TAIL HAIR RAW-LB,LB,IRAN,358,1003,74,d
3694000,HORSE MANE & TAIL HAIR RAW-LB,LB,CHINA,249760,160406,74,d
3694000,HORSE MANE & TAIL HAIR RAW-LB,LB,TOTAL,615685,529807,74,d
3694100,HORSE MANE & TAIL HR DRAWN-LB,LB,CANADA,210933,605522,74,d
3694100,HORSE MANE & TAIL HR DRAWN-LB,LB,MEXICO,304590,637550,74,d
3694100,HORSE MANE & TAIL HR DRAWN-LB,LB,DOM REP,730,500,74,d
3694100,HORSE MANE & TAIL HR DRAWN-LB,LB,CHILE,57162,114603,74,d
3694100,HORSE MANE & TAIL HR DRAWN-LB,LB,BRAZIL,187772,255839,74,d
3694100,HORSE MANE & TAIL HR DRAWN-LB,LB,PARAGUA,102629,153758,74,d
3694100,HORSE MANE & TAIL HR DRAWN-LB,LB,URUGUAY,267097,555753,74,d
3694100,HORSE MANE & TAIL HR DRAWN-LB,LB,ARGENT,1200153,2627340,74,d
3694100,HORSE MANE & TAIL HR DRAWN-LB,LB,SWEDEN,2689,9111,74,d
3694100,HORSE MANE & TAIL HR DRAWN-LB,LB,U KING,18616,66351,74,d
3694100,HORSE MANE & TAIL HR DRAWN-LB,LB,IRELAND,1342,2670,74,d
3694100,HORSE MANE & TAIL HR DRAWN-LB,LB,NETHLDS,1143,4410,74,d
3694100,HORSE MANE & TAIL HR DRAWN-LB,LB,FRANCE,1131,273,74,d
3694100,HORSE MANE & TAIL HR DRAWN-LB,LB,GERMANY,748,6924,74,d
3694100,HORSE MANE & TAIL HR DRAWN-LB,LB,SWITZLD,2465,12133,74,d
3694100,HORSE MANE & TAIL HR DRAWN-LB,LB,ITALY,4156,10526,74,d
3694100,HORSE MANE & TAIL HR DRAWN-LB,LB,INDIA,437,1541,74,d
3694100,HORSE MANE & TAIL HR DRAWN-LB,LB,CHINA,87626,194700,74,d
3694100,HORSE MANE & TAIL HR DRAWN-LB,LB,JAP AN,100,860,74,d
3694100,HORSE MANE & TAIL HR DRAWN-LB,LB,AUSTRAL,25078,72125,74,d
3694100,HORSE MANE & TAIL HR DRAWN-LB,LB,TOTAL,2476597,5332489,74,d
3695100,"CATTLE, OX, CALF, & HORSE BODY HAIR, EXC EAR HAIR-LB",LB,CANADA,1293785,384330,74,d
3695100,"CATTLE, OX, CALF, & HORSE BODY HAIR, EXC EAR HAIR-LB",LB,MEXICO,90510,11737,74,d
3695100,"CATTLE, OX, CALF, & HORSE BODY HAIR, EXC EAR HAIR-LB",LB,DOM REP,970,813,74,d
3695100,"CATTLE, OX, CALF, & HORSE BODY HAIR, EXC EAR HAIR-LB",LB,ECUADOR,4090,3721,74,d
3695100,"CATTLE, OX, CALF, & HORSE BODY HAIR, EXC EAR HAIR-LB",LB,CHILE.,6614,1440,74,d
3695100,"CATTLE, OX, CALF, & HORSE BODY HAIR, EXC EAR HAIR-LB",LB,BRAZIL,22309,5050,74,d
3695100,"CATTLE, OX, CALF, & HORSE BODY HAIR, EXC EAR HAIR-LB",LB,PARAGUA,4230,3073,74,d
3695100,"CATTLE, OX, CALF, & HORSE BODY HAIR, EXC EAR HAIR-LB",LB,URUGUAY,2250,4413,74,d
3695100,"CATTLE, OX, CALF, & HORSE BODY HAIR, EXC EAR HAIR-LB",LB,ARGENT,21738,9022,74,d
3695100,"CATTLE, OX, CALF, & HORSE BODY HAIR, EXC EAR HAIR-LB",LB,SWEDEN,125811,251658,74,d
3695100,"CATTLE, OX, CALF, & HORSE BODY HAIR, EXC EAR HAIR-LB",LB,U KING,271027,64317,74,d
3695100,"CATTLE, OX, CALF, & HORSE BODY HAIR, EXC EAR HAIR-LB",LB,IRELAND,50327,11175,74,d
3695100,"CATTLE, OX, CALF, & HORSE BODY HAIR, EXC EAR HAIR-LB",LB,NETHLDS,411093,74368,74,d
3695100,"CATTLE, OX, CALF, & HORSE BODY HAIR, EXC EAR HAIR-LB",LB,FRANCE,190857,30763,74,d
3695100,"CATTLE, OX, CALF, & HORSE BODY HAIR, EXC EAR HAIR-LB",NA,SPAIN,127498,16308,75,a
3695100,"CATTLE, OX, CALF, & HORSE BODY HAIR, EXC EAR HAIR-LB",NA,PORTUGL,32830,3500,75,a
3695100,"CATTLE, OX, CALF, & HORSE BODY HAIR, EXC EAR HAIR-LB",NA,ITALY,6614,1192,75,a
3695100,"CATTLE, OX, CALF, & HORSE BODY HAIR, EXC EAR HAIR-LB",NA,INDIA,1000,735,75,a
3695100,"CATTLE, OX, CALF, & HORSE BODY HAIR, EXC EAR HAIR-LB",NA,CHINA,21340,7765,75,a
3695100,"CATTLE, OX, CALF, & HORSE BODY HAIR, EXC EAR HAIR-LB",NA,JAPAN,499825,86809,75,a
3695100,"CATTLE, OX, CALF, & HORSE BODY HAIR, EXC EAR HAIR-LB",NA,AUSTRAL,280,13,75,a
3695100,"CATTLE, OX, CALF, & HORSE BODY HAIR, EXC EAR HAIR-LB",NA,SUDAN,3272,423,75,a
3695100,"CATTLE, OX, CALF, & HORSE BODY HAIR, EXC EAR HAIR-LB",NA,ETHIOP,2888,867,75,a
3695100,"CATTLE, OX, CALF, & HORSE BODY HAIR, EXC EAR HAIR-LB",NA,TOTAL,3191158,747492,75,a
3696100,CATTLE TAIL HAIR-LB,LB,CANADA,164297,68156,75,a
3696100,CATTLE TAIL HAIR-LB,LB,MEXICO,79385,70690,75,a
3696100,CATTLE TAIL HAIR-LB,LB,GUATMAL,1800,1620,75,a
3696100,CATTLE TAIL HAIR-LB,LB,CUBA,30036,23742,75,a
3696100,CATTLE TAIL HAIR-LB,LB,HAITI,782,391,75,a
3696100,CATTLE TAIL HAIR-LB,LB,DOM REP,1700,1039,75,a
3696100,CATTLE TAIL HAIR-LB,LB,COLOMB,3984,3200,75,a
3696100,CATTLE TAIL HAIR-LB,LB,ECUADOR,2631,1710,75,a
3696100,CATTLE TAIL HAIR-LB,LB,PERU,15361,13787,75,a
3696100,CATTLE TAIL HAIR-LB,LB,CHILE,77157,63323,75,a
3696100,CATTLE TAIL HAIR-LB,LB,BRAZIL,5346,3150,75,a
3696100,CATTLE TAIL HAIR-LB,LB,PARAGUA,7044,6208,75,a
3696100,CATTLE TAIL HAIR-LB,LB,URUGUAY,20752,13055,75,a
3696100,CATTLE TAIL HAIR-LB,LB,ARGENT,63037,45871,75,a
3696100,CATTLE TAIL HAIR-LB,LB,U KING,8698,6600,75,a
3696100,CATTLE TAIL HAIR-LB,LB,IRELAND,872,148,75,a
3696100,CATTLE TAIL HAIR-LB,LB,NETHLDS,151031,26939,75,a
3696100,CATTLE TAIL HAIR-LB,LB,BELGIUM,33135,7647,75,a
3696100,CATTLE TAIL HAIR-LB,LB,PORTUGL.,32833,4500,75,a
3696100,CATTLE TAIL HAIR-LB,LB,IRAN,1479,887,75,a
3696100,CATTLE TAIL HAIR-LB,LB,INDIA.,2235,1833,75,a
3696100,CATTLE TAIL HAIR-LB,LB,PAKISTN,2339,1307,75,a
3696100,CATTLE TAIL HAIR-LB,LB,CHINA,20000,2390,75,a
3696100,CATTLE TAIL HAIR-LB,LB,AUSTRAL,25765,21930,75,a
3696100,CATTLE TAIL HAIR-LB,LB,N ZEAL,2004,1592,75,a
3696100,CATTLE TAIL HAIR-LB,LB,TOTAL,753703,391715,75,a
3696200,"GOAT HAIR, EXCEPT ANGORA & CASHMERE-LB",LB,CANADA,39843,10563,75,a
